id,博主名称,标题,正文内容,发布时间,点赞,收藏,评论,作者类型,叙述视角,内容主类型,是否涉及就医流程,是否涉及药物治疗,是否涉及共病/鉴别诊断,学习受影响,工作受影响,人际关系受影响,生活管理受影响,情绪管理受影响,是否直接引导自我判断,是否存在强共鸣式表达,是否提醒不要互联网诊断,是否建议寻求专业评估/医院就诊,是否提到早发性,是否提到跨情境性,是否提到持续性,是否提到功能损害,是否将普遍体验直接等同于ADHD,是否存在人格化/标签化/天赋化表达,是否存在商业导向,点赞数值,收藏数值,评论数值,作者类型标签,叙述视角标签,内容主类型标签,边界提醒
21,夸桑🥐,adhd好像就是对“努力”没有感知,"我突然意识到，其实adhd会遗忘自己的努力，并不是单纯是“忘却”，而是没有感知。
要么一直启动困难，要么还没回过神来就已经开始了。因为突然有兴致想做的事，都是执行力满分顺其自然，所以不觉得是努力，虽然投入的精力也很大。或者就是死到临头了或者出于责任心等等原因就会push很着急开始做，正因为这样没有很痛苦而且已经不能算是主动做的，所以不是努力。真正正经要去做什么并不想做的事的时候呢，很痛苦又一直在分心，没办法高效而且做出来结果也差强人意，状态很差，所以也不算努力。
可能在别人那里定义的是努力，但如果是我自发想做的，虽然客观上说也不容易但是我自己觉得开心或者其实挺爽的，好像也不算什么努力。
adhd是不是普遍对于努力这个词的定义就比较不同呢，还是说好像我们开心痛苦的事情和别人常常反着来所以体感是错位的。
	
#adhd
	
二编补充：
每个人对努力都有自己的定义和感受，其实发这个帖子的本意或者说我表达的核心意思不是 把努力＝吃苦，开心/轻松/喜欢＝没努力，也不仅因为心流体验或者自我高要求所以感觉不到努力。（可能也是第一时间比较粗糙的感受写了就发出来的缘故。）
我更多是想说，无论付出了多还是少，过程是开心的痛苦的，结果是怎么样的，好像都感知不到努力，因为没办法清晰地体会那个过程，也没办法从中得到自我肯定和信心。
大家也会同时去讨论配得感，冒名顶替综合征等问题，我觉得很可能也是相关的。因为自信的建立往往因为付出了很多然后对自己的付出和成绩有肯定，但是感知不到努力的后果就是你对自己也没有清晰的认知，尤其是正向的。
除了前面正文说的，还有就是在我看来其实努力是一个偏长期的以目标为导向的过程，也是一个自主的行为，而我做任何事都是做了才会反应过来，因为要么启动困难一直拖，要么已经在做了，无论我想不想做。我很难建立一个“我为了一个目标做事”的认知。
也像我在plq回复说的，我认为的努力是自主的按着规划和对自己的要求日复一日言出必行去达成目标，而我从来做不到。我没办法以目标为驱动，我觉得动力也是模糊的，因为不能说以此为动力去努力，而是复盘回顾才能分析出我当时的动力或者动机是什么。
回想自己为什么会有这个思考呢，好像是刚好看了小谷的采访，她算我心里对努力定义的顶配具象化。她谈到重建自信的过程会让我感触很深，因为这个路径在我或者我们这里完全不成立。
（字数限制完整的请左滑看图片叭，再次感蟹大家对笔记的喜欢🥰🥹）",02-13 广东,1.6万,5261,938,4,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,16000.0,5261.0,938.0,疑似患者/自述困扰者,第一人称亲历,患者生活经验/困境叙事类,0
22,忽悠,难道国内诊断ADHD的标准是能否上本科？,"因为从小到大一直被我的“一些习惯”“改不掉的那些东西”困扰着我，我想我知道我到底是哪方面出了问题，阻止了我的前进，就像一个自我相互拉扯一样。哪怕你告诉我，这个情况治不了啊，你一辈子是这样子的，你直接给我一刀我也慢慢接受。结果医生在听我的困惑后，你就问了我一句，你问了我一句，“你是否是本科毕业的？”我说“是”，但是我还复加了一个条件，我复读了两年，通过艺考擦边，考了三次才考了一个民办本科，你摆摆手告诉我“不可能”“你不是adhd”。
我踏马听到这话，我当场都石化了。
且不说小红书上有大把大把的人，考到学校考到博士，才发现自己“哦，原来我是adhd”，发觉有学习或生活这方面障碍的问题，互联网那么多博主像4566，他不就是加拿大（应该是吧）留学吗？
结果就是我还没来得及说我生活中任何细碎的小细节，就以医生为你可能有心理创伤的理由，把我给打发了。
两年内不想在国内做任何的证明，我不想再抛开自己，向众人证明我是个精神病......
#ADHD学习 #ADHD自救 #国内ADHD #注意力分散 #心理医生 #心理问题",2025-12-29,458,93,575,4,1,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,458.0,93.0,575.0,疑似患者/自述困扰者,第一人称亲历,确诊/就医流程类,0
23,从嘉陵江游到大阪,ADHD到底是啥,"有人能确切地告诉我ADHD真的是一种病吗，还是拖延症人给自己找的借口。。。
刚刚刷到一篇帖子有人说这是一种病，有人又在骂只是懒人的借口罢了。。。
#ADHD #莫名其妙又确诊了",2025-02-20,3128,1516,1164,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3128.0,1516.0,1164.0,疑似患者/自述困扰者,第一人称亲历,科普纠偏类,0
24,本有ADHD,10个冷门的ADHD现象，看你中了几个,"1. 嗅觉超敏感：闻到别人闻不到的味道
2. 肠胃问题(IBS)：一紧张就拉肚子
3. 天生夜猫子：凌晨3点大脑才开机
4. 暴食停不下来：不是饿，是多巴胺在作怪
5. 时间盲：5分钟和3小时没区别
6. 疼痛敏感：别人觉得不疼的我疼死
7. 磨牙：睡觉磨到牙医心疼
8. 笨手笨脚：行走的碰碰车
9. 体温调节障碍：别人穿短袖我穿外套
10. 左撇子概率高：是普通人的3倍
	
你中了几个？评论区报数👇
	
#ADHD #多动症 #注意力缺陷 #ADHD冷知识 #adhd #adhd自救 #adhd成人 #脑雾的成因 #注意力分散 #孩子注意力不集中",02-14 美国,105,35,15,3,2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,105.0,35.0,15.0,患者/确诊者本人,面向读者的科普/建议,症状共鸣/自我识别类,0
25,三門(Mikado)｜-ISSHO-改名版,关于adhd与entp/intp的重叠率 （文字版）,"为什么感觉entp这么多ADHD？带着这个朴素的疑问，本entp博主展开了调查🔎 然后发现，其实intp的adhd也很多！并且np型的四个mbti其实都很多，所以就是n和p这两项主导了这个结果。用荣格八维来说就是ne+ti或者fi的人会产生这个结果，下面是解说分析！
	
首先，MBTI和ADHD是两套不同的体系，前者是基于荣格理论的性格自我测评工具，后者是注意力不足過動症（attention deficit hyperactivity disorder）的缩写，通常被认为是一种神经发展障碍，不过现在也被认为是一种性格特质也不是病症。
	
ADHD的负面特征，包括但不限于：
1.注意力欠缺
・经常迟到，不擅长时间管理。
・经常粗心，不擅长管控细节
・不擅长整理整顿
・注意力容易涣散
・容易忘事
・钝感力
2.多动、冲动性
・不喜欢等待
・别人说话没说完就提前反应
・话多
・有突发性行为
	
这些ADHD的症状…好家伙不就是entp本眉吗…
	
ADHD其实也有长处，也是上述缺点的反面。
有想象力和创造力（忽视细节），敢于挑战（冲动性+顿感），好奇心旺盛，对于喜欢的事情能过度专注（不喜欢的事情会难以专注的反面），钝感力强
	
好家伙，entp：又叫我吗？
	
不过很多点也同样是其他三位np，intp、enfp、infp会有的特点，但也不完全是。
	
为什么会这样？主要还是直觉N本身就是抽象型思考，倾向于展望未来，不注意现实细节，对应了ADHD的注意力欠缺特征。 知觉P又主导了散漫，不遵循计划和规则，喜欢自由与空间，对应了ADHD里的冲动性特征。而这两个加在一起就是外倾直觉（ne）搭配内在思考（ti）或内在感受（fi）作为主导或者辅助功能，外倾直觉而ne强是必要条件。
	
与其说是np人有很多adhd，倒不如说是被很多被判定为adhd的人，实际上就是np型人。不禁想，比起用“不正常的发展障碍”去规范人，倒不如mbti体系里承认每一种性格都是不分优劣的。
np人眼里：我看你们才是不正常呢
	
最后顺便一提，其实达芬奇也是entp型adhd哦
	
#entp #intp  #enfp #infp #mbti #adhd #多动症 #精神分析 #np #荣格八维",2025-01-03,2856,1033,189,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2856.0,1033.0,189.0,普通泛生活博主,面向读者的科普/建议,身份认同/人格化/天赋化表达类,0
26,阿加莎乱想,adhd辩手：突然发现有ADHD根本打不好辩论,"这几天突然在思考自己的辩论生涯
	
明明是思辨能力逻辑能力表达能力和反应能力都还行
为什么每次上赛都总觉得发挥不出来
	
一个很大的原因是正规竞技辩论有质询接质盘问对辩等环节
	
adhd听人讲话太容易跑神了
更不用提一些输出密集全是陷阱的质询
	
“…………（戴夫乱码）你说是吗？对方辩友”
（我os：死耳朵，你快听啊，ta说得啥）
“哦，是…不！不是这样的！（咬牙死撑然后已读乱回）
	
这就是很多队友认为我有天赋还比较聪明（备赛时很全面
但每次在场上发挥都不太够的原因
自己也觉得自己每次都漏很多点甚至还卡壳
但自己演讲纯输出时都不会中途卡壳
	
辩论讲究“来回”
为数不多拿过佳辩的就是预判得太好了对面的问题
对面还框框往自己陷阱里钻
即兴的举例也非常有意思（毕竟有些发散思维在）
天时地利人和的时候
	
大部分时候还是觉得自己是个很难发挥出真实水平的平庸辩手
	
（个人经历想法 仅供参考）
	
#adhd #adhd症状 #adhd成人多动症 #成人adhd #ADHD #辩论 #辩论赛 #竞技辩论 #辩手
👏欢迎米娜桑一起交流探索⬇️",2024-10-29,456,120,40,4,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,456.0,120.0,40.0,疑似患者/自述困扰者,第一人称亲历,患者生活经验/困境叙事类,0
27,发芽中,Adhd的成长过程,#注意力分散#Adhd自救,02-12 山东,3441,1966,848,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441.0,1966.0,848.0,无法判断,无法判断,患者生活经验/困境叙事类,0
28,GrapeVine思维藤蔓（ADHD）,ADHD 从怀疑到确诊 第二部分,#ADHD #注意力分散 #成人ADHD #ADHD干预 #ADHD指南 #ADHD自救 #经验分享 #心理问题,1小时前 上海,3,3,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,3.0,1.0,患者/确诊者本人,混合型,确诊/就医流程类,1
29,小猫老师,小猫解释什么是ADHD,#ADHD #猫meme,2025-09-24,1.1万,1722,171,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000.0,1722.0,171.0,心理咨询/心理科普账号,面向读者的科普/建议,科普纠偏类,0
30,Beeelle,ADHD玩具问答帖,"贝贝们 有什么想问的呢
needoh是在lazada上买的
其它是@Geek child @Tangle
#ADHD #Tangle #needoh
新作品免费送tangle！",2025-07-20,1389,404,146,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1389.0,404.0,146.0,商业/营销导向账号,面向读者的科普/建议,患者生活经验/困境叙事类,0
31,上海儿科教授章依文,截取了上海儿童医学中心对ADHD的指导意见,"💁🏻‍♀大家好，我是上海儿童医学中心发育行为儿科主任章依文教授。
	
🎈今天趁着有时间唠叨一下啊，最近接诊了好多A娃的家长，面诊当中我都会有很大的感触，宝妈们不知道真正的A娃长什么样？甚至昨天面诊20多个，1个小时接了5个被误判ADHD，还有的是要评估适不适合吃💊，其实有些中重度的A娃还是要配合💊治疗的，所以发了些相关的指导意见。包括家庭和学校两方面的，希望能给家长们一些帮助。
	
.
🎈其实，如果真的确诊ADHD后，我还是建议第一时间跟孩子班主任沟通，这里，我也给老师们准备了一些建议：
1⃣ 调整座位，让孩子处于更利于学习的环境。
2⃣ 安排一些具体的班级事务给孩子参与，提升他们的责任感。
3⃣ 适当减少作业内容，减轻孩子的学业压力。
4⃣ 与各主科老师保持沟通，共同关注孩子的学习情况。
	
.
💁🏻‍♀我觉得家校配合才能更好的帮助孩子，不要忌讳被老师知道。除非这个老师觉得A娃很麻烦，不想配合。不然肯定是让老师充分了解孩子才会给予更好的帮助。
	
#多动症 #上海 #ADHD #A娃 #注意力不集中 #学习困难 #专注力 #注意力训练 #儿科医生 #专注力训练 #家有小学生",2024-03-29,2133,1697,168,1,2,2,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2133.0,1697.0,168.0,医生/医院/专业机构,面向读者的科普/建议,科普纠偏类,1
32,小海豹,真正adhd的学习状态,"莫名其妙同时开始做五件事
一学习什么都变得那么好玩
#我的学习状态",5天前 江苏,4811,372,867,4,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4811.0,372.0,867.0,疑似患者/自述困扰者,第一人称亲历,症状共鸣/自我识别类,0
33,栀子,成年女性ADHD+INFP,"1.无时无刻不在幻想，小时候在课堂上表现得很认真，脑海里却是天马行空；亦或是在课本上画画，沉浸在自己的世界里，老师却以为是在做笔记。
2.童年成绩拔尖取决于智商代偿，因为短期记忆力和突击能力很强。到高中因为课业难度加大无法真正深入理解导致成绩下降。成年后因通过各种执业资格考试只需要60分门槛会被误以为学霸，其实非常心虚。
3.身体到处都是磕碰的淤青。在办公室经常绊倒各种充电线耳机线。不小心打翻垃圾桶等。（综合服务工作一点做不了）
4.接净水器的水因为水流小数次导致分心而水漫金山。
5.信息搜集成瘾，脑子里想到什么念头必须马上去搜，思维无限发散。
6.跟朋友聊天话题非常跳跃，感觉脑子里是一个个的点，不能点线面结合。
7.不能穿高领毛衣，不喜欢一切束缚，包括各种首饰，连橡皮筋都无法带手腕上。不能涂指甲油，会感觉指甲无法呼吸。听不了尖锐刺耳的声音。平躺时经常觉得呼吸困难，气沉不下去。
8.入睡困难，失眠多年。大脑一直多线程作业，停不下来思考。只有吃安眠药强制关机。
9.非常敏感，能敏锐察觉到周边人的情绪。同时，自己处理情绪能力很差。容易陷入自责内耗中。
10.启动极为困难，常有严重拖延症，每次卡ddl到极致时又会启动心流状态（压力成瘾到最后阶段集中爆发），无法脚踏实地去做好一件事。现在短视频刷多了，更难以进入心流状态了。
11.喜欢读文字，小时候如饥似渴阅读一切书籍，洗澡时把沐浴露配方看一遍遍。成年后喜欢天涯 豆瓣 小红书社媒。阅读速度很快，经常陷入无意识信息搜集状态，吸入大量的无效的信息，消耗精力。
12.刷视频倍速，没有耐心。工作时必须听歌或者同时做别的事来保持专注。（甚至加班时需要一边和朋友聊天来维持工作）
13.追逐多巴胺带来的快感，在空虚时非常难受，容易犯焦虑症。经常短期内对某件事特别上头（追星，画画等），一旦生活一成不变没有追求就很颓废。
14.日常半格电状态，只有自己感兴趣时能满电，精力不足，气血不足。
15.一个人的状态下经常自言自语，一人分饰多角。有时候会不经意把心里想法说出来。
17.独自开车时容易走神忘记有没有闯红灯，总是过完灯了心里咯噔一下。给孩子读绘本一边声情并茂，一边思绪乱飞，飞完回来不知道绘本故事讲的是什么。（好像有另一个自己在读）
18.最让我痛苦的是必须要理解事物的底层逻辑才能真正理解。对大段文字在短期记忆时可以进行图形转化，但稍复杂的公式却难以记住。#注意力分散 #ADHD  #心理治疗",2025-08-03,2.9万,1.4万,2989,4,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,29000.0,14000.0,2989.0,疑似患者/自述困扰者,第一人称亲历,症状共鸣/自我识别类,0
34,坐不住的小A,不是懒！ADHD大脑真的不一样,"总有人说ADHD是""借口""""不够自律""。
	
直接上脑科学：
	
【图1：正常大脑 vs ADHD大脑】
→ 多巴胺转运体过度活跃
→ 前额叶皮层激活不足
→ 结果：动力不是""努力""出来的，是""调节""出来的
	
【图2：为什么你""知道该做但不做""】
→ 执行功能缺陷（非意志力问题）
→ 时间感知扭曲（""还早""=永远不会开始）
→ 情绪调节困难（焦虑→ paralysis）
	
【图3：ADHD的隐藏优势】
→ 危机处理快（多巴胺峰值时）
→ 创造性连接强（思维跳跃=跨界创新）
→  hyperfocus（一旦启动，效率惊人）
	
你不是""坏了""，是【系统不兼容】。
	
停止用别人的操作系统要求自己，
开始安装适合ADHD的补丁。
	
#ADHD #脑科学 #神经多样性 #执行功能 #多巴胺",1天前 上海,21,14,评论,2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,21.0,14.0,,心理咨询/心理科普账号,面向读者的科普/建议,科普纠偏类,0
35,Miss 田,ADHD不是多动症,"ADHD（注意缺陷多动障碍，Attention-Deficit/Hyperactivity Disorder）是一种常见的神经发育障碍，主要表现为注意力不集中、多动和冲动行为，这些症状会对学习、工作、社交和日常生活造成显著影响。
核心症状
1. 注意力缺陷：
- 难以持续专注
- 容易分心，常丢三落四
2. 多动：
-身体或语言上的过度活动（如坐立不安、频繁打断他人）
- 儿童可能表现为奔跑、攀爬
3. 冲动：
- 缺乏耐心（如排队困难、抢答问题）
- 行为不计后果（如冲动消费、危险驾驶）
ADHD的三种类型
1. 注意力缺陷主导型（Inattentive Type）：以注意力不集中为主。
2. 多动-冲动主导型（Hyperactive-Impulsive Type）：以多动和冲动为主。
3. 混合型（Combined Type）：同时具备注意力缺陷和多动冲动症状。
成因
ADHD的具体原因尚不明确，但研究表明与以下因素相关：
- 遗传：家族史是重要风险因素（约75%与基因相关）。
大脑结构差异：前额叶皮层、基底神经节等区域活动或发育异常。
-环境因素：早产、低体重、孕期接触烟酒或毒素
常见误解
- ❌ “只是孩子太调皮，长大就好了”：
约60%患者的症状会延续到成年，影响职业和人际关系。
- ❌ “ADHD是因为父母管教不严”：
这是神经发育问题，与教育方式无直接因果关系。
- ❌ “吃药就能治愈”：
药物（如哌甲酯）可缓解症状，但需配合行为治疗、心理干预等综合方案。
治疗与管理
1. 药物治疗：
- 兴奋剂类药物（如利他林、阿得拉）可调节多巴胺水平。
- 非兴奋剂类药物（如托莫西汀）适用于不耐受兴奋剂的患者。
2. 行为干预：
- 认知行为疗法（CBT）帮助改善时间管理、情绪调节。
- 家长/教师培训，学习结构化管理和正向激励技巧
3. 生活方式调整：
- 规律作息、运动（尤其有氧运动）可提升专注力
- 使用清单、提醒工具减少遗忘风险。
重要建议
如果怀疑自己或他人有ADHD，应尽早就诊精神科或发育行为儿科（儿童），通过专业量表评估（如Conners量表、ADHD-RS）和脑电图等检查明确诊断。#注意力 #专注力 #ADHD",2025-02-02,1528,720,22,2,2,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1528.0,720.0,22.0,心理咨询/心理科普账号,面向读者的科普/建议,科普纠偏类,0
36,倪万,强烈建议ENTP不要主动认领“ADHD”,"虽然ENTP和ADHD在表现上极为相似
导致很多ENTP认为自己就是ADHD
以ADHD来完成对自己行为的归因
	
看起来没什么问题
但忽略了能量层
	
🎈一个标签被你认领过来
是自带心理暗示的
	
ENTP是16人格之一
是一种人格属性的综合描述，他包含了优点和缺点
而ADHD则被普遍认知为是一种缺陷
	
当你说我是ENTP的时候
对内，是一种中性的自我暗示
当然也有的人当成正向的帝王暗示（也行）🤷‍♀️
对外，别人会觉得：哦，那你肯定很爱玩，很有趣，很贩剑…（复合描述）
	
当你说我是ADHD的时候
对内，有概率你会觉得这是我诸多毛病的根源
对外，别人会觉得：哦，那你是不是注意力很难集中？…
	
这就是核心区别👌
	
如果你内核强大，百无禁忌
如果你内核不稳，缺乏强大的自我认知
这类有偏向性的标签可能会无形中放大你的脆弱感
	
不是我对ADHD有偏见
我只是认为：没病不要主动认领
但凡没有拿到医院检测的确诊单，你就不是
	
最后
认领任何标签之前，可以先试着问问自己
想到这个属性的时候，让我感觉自己更有力量了，还是更脆弱了？
如果是后者，尽早扔掉。👋
	
#ENTP #mbti #骨折眉毛 #高能量 #ADHD #我在小红书聊心理",2025-09-19,316,104,66,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,316.0,104.0,66.0,心理咨询/心理科普账号,面向读者的科普/建议,科普纠偏类,1
37,NeuroMate,女性 ADHD 的 8 大症状,#神经多样性 #Neuromate #adhd,02-04,349,155,24,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.0,155.0,24.0,心理咨询/心理科普账号,面向读者的科普/建议,症状共鸣/自我识别类,0
38,打网球的ADHD,千万不要去帮助A娃,"典型的，辅导作业
A娃软饭硬吃。
好心教他，他觉得你害他。
	
因为A娃的脑回路，理解不了良药苦口的抽象，
他们只有本能
1，我想不想
2，容易吗
3，规则。
	
通常，A娃到不了第3阶就会进入崩溃和应激反应。
然后把妈妈气个半死。
	
我发现这一点是一个妈妈分享他娃四则运算是先做看起来容易的一口答案，才不管你括号。
	
我自己的感觉是娃在四年级时能慢慢进入第3阶。
远程目标。
	
在这之前都是鼠目寸光。
我喜欢，我容易。
	
根据这个逻辑，真的就是简化目标。
比如我家英语就只练口语。
我读一句，他读一句
不烧CPU#养育孩子 #孩子 #教育孩子 #家庭教育 #辅导作业 #作业 #学习习惯 #小学生学习习惯",2024-09-12,422,457,241,5,3,5,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,422.0,457.0,241.0,普通泛生活博主,混合型,患者生活经验/困境叙事类,0
39,蓝心哔哔机,当正常人和adhd同时开始刷牙🦷,"ps.补药对号入座赛博确诊啊 只是代表有些adhd会有这些行为 不代表有这些行的人都是adhd
#精神状态 #内容过于真实 #adhd #记录日常 #我们的目标是没有蛀牙 #人类多样性观察样本",2025-01-25,6283,388,567,5,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,6283.0,388.0,567.0,普通泛生活博主,面向读者的科普/建议,症状共鸣/自我识别类,1
40,妙闻趣测站,🧠打破滤镜！ADHD并不等于“天才病”,"⚠“ADHD”智商真的都很高吗？拿数据来讲，北京大学进行的一项针对ADHD智力测验的研究表明，ADHD儿童的平均智商为96，而正常儿童的平均智商为105。
	
🤯事实上，多数研究都表明——ADHD群体的平均智力水平低于常人。虽然不乏少数人有较高智力，但大部分ADHD就和普通人智商差不多，甚至更低，本人一个同事的小女儿就是智商只有71的ADHD。
	
✅你觉得自己是ADHD中的天才？测测智商就知道了，国际标准的智力测试题链接给大家搬来了，点图片下方的【立即参与】就能自测✅
	
🔥那为什么大众会把ADHD等同于天才呢？好像很多人会举牛顿、爱因斯坦等等名人，说他们就是ADHD的代表。很多父母也以子女是“ADHD”自豪，觉得自己家孩子肯定智商很高，有很多ADHD也会说“我就说嘛，为啥我总是看不惯这些庸俗的世俗人，因为我有天才潜质啊”
	
🔎确实，不少名人是“ADHD”。但为啥牛顿只有一个？为什么爱因斯坦只有一个？当然是因为别人智商高了……
	
✅从表面来看，有时候很难分辨自己是ADHD还是高智商，有可能也是两者共有。想给自己测智商或者给自己的孩子测智商的都可以点图片下方【立即参与】测《最强大脑》同款智力测试题，本测试题适合5-70岁不同年龄段✅
	
😇测完别忘了来评论区分享下，你们的智商是多少？超过了多少同龄人？
﻿#adhd科普﻿ ﻿#北京大学﻿ ﻿#智商﻿ ﻿#天才﻿ ﻿#ADHD﻿ ﻿#智商测试﻿ ﻿#干货﻿ ﻿#科普﻿ ﻿#性格测试﻿ ﻿#高智商",2025-04-07,1171,724,57,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1171.0,724.0,57.0,商业/营销导向账号,面向读者的科普/建议,科普纠偏类,0
41,戴阿蒙,ADHD爱干的8件事,#内容过于真实 #搞笑 #ADHD #精神状态 #段子,2024-07-22,3.4万,3601,1183,5,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,34000.0,3601.0,1183.0,普通泛生活博主,面向读者的科普/建议,症状共鸣/自我识别类,0
