id,博主名称,标题,正文内容,发布时间,点赞,收藏,评论,作者类型,叙述视角,内容主类型,是否涉及就医流程,是否涉及药物治疗,是否涉及共病/鉴别诊断,学习受影响,工作受影响,人际关系受影响,生活管理受影响,情绪管理受影响,是否直接引导自我判断,是否存在强共鸣式表达,是否提醒不要互联网诊断,是否建议寻求专业评估/医院就诊,是否提到早发性,是否提到跨情境性,是否提到持续性,是否提到功能损害,是否将普遍体验直接等同于ADHD,是否存在人格化/标签化/天赋化表达,是否存在商业导向,点赞数值,收藏数值,评论数值,作者类型标签,叙述视角标签,内容主类型标签,边界提醒
64,schwifty,ADHD邪修：事情越紧急越爽,"ADHD多巴胺四要素：紧急，挑战，新鲜，有趣
	
紧急的事情ADHD会分泌大量的多巴胺，所以考试前会效率大爆发，自己的优势要利用起来呀，不如自己可控的设置很近的deadline，既新鲜又刺激。
	
举个🌰：跟别人一样六个月考过金融执照没意思，我就要逼自己两个月就给它考出来！选择一个对于一般人来说很紧张的时间，无聊普通的事情一瞬间这个热血感不就上来了吗？不就变成了，我最爱的：挑战了吗？像电影主角
Rocky一样废寝忘食，然后获得最后的胜利，这种奋斗的感觉爽飞天啊！
	
每个月都给自己安排个考试或者挑战。挑战一个月考出来驾照，挑战一个月考出来韩语一级，三个月挑战脱口秀表演，每个挑战都有一个时间限制以及有一个看得到的成果
	
没有时间想太多，没时间按部就班，没有时间拖延，没有时间内耗！因为时间很短你还得绞尽脑汁像解谜题一样清理路上必定会出现的各种障碍。你自己不选择自己要做什么的话，别人就会帮你选，还不如逼自己一把。会发现自己潜力巨大！
	
ps：核电站的电不用是要爆炸的，不做点什么这个核电就会疯狂空转，用在焦虑内耗上，八字角度就是把金水给泄出去。
	
#adhd #adhd自救 #邪修 #多巴胺 #fyp",13小时前 美国,11,6,评论,4,2,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11.0,6.0,,疑似患者/自述困扰者,面向读者的科普/建议,身份认同/人格化/天赋化表达类,0
65,ACTive Mind,高功能ADHD特征总结,"#ADHD #注意力分散 #内向高敏者 #分散注意力 #注意力 #注意力转移 #儿童智力发展 #集中注意力 #注意力训练 #提升注意力 #掌控注意力
让你最痛苦的特征是什么？#让你最痛苦的特征是什么？ [投票]#",2025-04-26,2336,1625,406,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2336.0,1625.0,406.0,心理咨询/心理科普账号,面向读者的科普/建议,症状共鸣/自我识别类,0
66,千城,adhd个人一些可能相关的表现情况,"感觉在了解到adhd之前自己其实已经挣扎了很多年。
无意识的就用到了很多典型的对抗adhd的习惯方式。
用很短的时间快速的下意识的整理了这些东西。
希望能对adhder有帮助。
现在周一到周五36mg，周六周日一颗。
有什么问题想问的，我尽力解答。
#注意力缺陷多动障碍 #adhd科普 #adhd #ADHD #专注达",2024-03-29,67,34,31,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,34.0,31.0,患者/确诊者本人,第一人称亲历,患者生活经验/困境叙事类,0
67,但是我愿意为你做任何事,adhd天赋是擅长分离,虽然本人严重cptsd但由于adhd已经完全忘记创伤只剩下感受了 任何回忆工作都启动困难 今天想翻相册怀念朋友死活下不了床觉得翻开一本相册这个行动太困难。过去全都像尿一样流走了。#adhd,2025-10-07,7575,1802,935,4,1,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,7575.0,1802.0,935.0,疑似患者/自述困扰者,第一人称亲历,身份认同/人格化/天赋化表达类,0
68,辋川集（手工版,ADHD天生就该站在舞台中心的证据💃,"1⃣️ 一个人在家听recording，反复放了三遍都不过脑子；但是在课堂上却贼投入，甚至嫌老师语速太慢，想要两倍速
2⃣️ 我有一阵莫名其妙地抑郁了，于是每天去闹市区/图书馆等人很多的地方待一阵，情绪就好了很多
3⃣️ 一个人躺着什么都不敢干，越躺越抑郁；出去实习（前提是喜欢的工作），越干越开心，主动卷到人群上游
4⃣️ work from home如同人间蒸发，进度推的比蜗牛还慢；onsite工作秒变效率机器，从来只有说我工作能力强的，没有人说我拖延的
5⃣️ 周末或者假期大把时间给自己，结果磨磨唧唧不知道在干什么；一旦小组一起做任务，或者是直播码字，那表演欲一上来，让你见识一下什么叫hyperfocus
6⃣️ 面对反馈周期长的任务，比如考研这种，干着干着就失焦了；但做与外界频繁交互，反馈及时的任务时则精力满满
	
我本人就是以上这样，所以前段时间传出李梦可能有ADHD的时候，我惊呼演员简直是ADHD的天选职业好么？在很多人的片场工作，需要很多与他人的交互，反馈也很及时（没演好马上就咔了重演），同时还有很大的空间给演员舒展自己的艺术理念（如何揣摩角色心理，简直不要太适合高敏感人群）。
	
ADHD真的适合站到舞台中间，因为人前人后做事情的状态真的很不一样，相信体会过的都懂。
	
我是ADHDer辋川集，
分享ADHD知识，迈向【A级人生】！
	
独自摸索的ADHD是否也想要和同伴们互助呢？如果你也有启动困难、执行障碍、难以专注或是作息混乱之类的问题，欢迎进群讨论，咨询、监督和定期组织的读书会活动都会在群里通知哟！👇
#ADHD  #心理  #adhd  #互动",2024-12-17,5852,2375,437,4,1,7,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,5852.0,2375.0,437.0,疑似患者/自述困扰者,第一人称亲历,身份认同/人格化/天赋化表达类,0
69,June（赛博adhd）,各位来谈谈你的恋爱经历吧,#adhd自救 #希望大数据推给有需要的人 #ADHD成人注意力缺失症多动症 #adhd #注意力分散 #adhd症状 #adhd科普 #ADHD多动症 #adhd确诊 #成人adhd的自救,01-12,872,381,389,4,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,872.0,381.0,389.0,疑似患者/自述困扰者,面向读者的科普/建议,患者生活经验/困境叙事类,0
70,非NT人士,神经科学：AuDHD的大脑是如何工作的？,"Autism 的遗传可能涉及到几百个甚至上千个基因，其中，跟神经发育、神经信号传导相关的、生殖细胞突变相关的、DSM手册改了八版，也总算是把 Asperger 综合征 也加到 Autism Spectrum Disorder（ASD）里了。
	
但是啊，但是，目前来看，科研和临床脱节依然很严重，虽然网络上关于神经多样性的讨论热火朝天，但我国在三甲医院或精神专科医院工作的，能够诊断神经多样性的医生，仍然非常缺乏，截至目前，在我的乐观预估下，也就 200个左右吧。
跟网络博主比起来，简直少之又少。
	
而且医生呢，也有医生的难处，有时候又因为「自闭症」这个诊断看上去比较伤人，可能会开出一些委婉的诊断，比如：语言发育迟缓、心理发育障碍、社交障碍、沟通障碍、感觉处理障碍…… 等等，有时候还要在后面打个问号，意思是，待进一步确认，所以正式确诊 ASD 呢，也比较麻烦，而且不同的人受损程度不同，能接受倒也还好，但有很多人不愿意接受，尤其是一些孩子的家长。还有些人也会担心，确诊之后要买保险怎么办，保险会不会不给报销……
	
更多阅读滑动图片中的内容。
	
#神经科学 #ADHD #ASD #AuDHD #Autism #脑科学 #注意力 #精神健康 #双A #非NT人士",01-17,518,334,54,2,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518.0,334.0,54.0,心理咨询/心理科普账号,面向读者的科普/建议,共病/鉴别诊断类,0
71,30歲那年我重生了👾,ADHD，其实是极度容易学习上瘾的学霸。,"很多人对ADHD的误解就是不爱学习不能专心。
其实我们不是不爱学习，而是我们有自己的“学习开关”，一旦那个开关被点亮，我们会进入一种“学习狂热模式”，全身心投入，无法自拔。
别人或许要强迫自己才能专注，而我们只需要找到那个能点燃我们的东西，一旦锁定，学起来比谁都狂热，甚至废寝忘食。我们会像“学习的海绵”一样，疯狂吸收一切知识。这不是负担，反而是我们最享受的状态。
ADHD并不意味着我们无法专注，而是当我们找到那个激情点时，我们可以专注到忘记时间，甚至连吃饭睡觉都成了次要的事。那种全力以赴的状态，只有真正体验过的人才懂得。
所以，ADHD并不是我们的问题，而是我们的学习方式独具一格。我们需要的不仅是普通的学习计划，而是找到那个点燃我们热情的“火种”。当那一刻来临，我们会成为极度学习成瘾的学霸，学得比任何人都疯狂，都深入。
ADHD是一种天赋，而不是障碍。我们只是用不一样的方式，去追求我们热爱的知识，终将超越自己，走向成功。
#ADHD #成人ADHD #努力成为更好的自己 #成人adhd的自救 #ADHD学习搭子 #学习分享 #学习动力",2024-10-04,9824,5157,602,3,2,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9824.0,5157.0,602.0,患者/确诊者本人,面向读者的科普/建议,身份认同/人格化/天赋化表达类,0
72,崔克西不规划,我和2万粉博主杠上了：ADHD是不是残疾？！,"没想到一句评论惹来骂战。那ADHD到底是不是残疾？你怎么看？
#ADHD #残疾 #残障 #人类多样性观察样本 #adhd自救 #神经多样性",2天前 北京,66,26,32,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,26.0,32.0,普通泛生活博主,第一人称亲历,科普纠偏类,0
73,Gogo,为什么国外小孩人均自闭+ADHD,,02-22 澳大利亚,2372,937,1594,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372.0,937.0,1594.0,无法判断,面向读者的科普/建议,共病/鉴别诊断类,0
74,peng,一个adhd读到这个真的很兴奋,,2024-12-04,1.1万,3768,962,4,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11000.0,3768.0,962.0,疑似患者/自述困扰者,第一人称亲历,无法判断,0
75,焰朵,成年后才确诊ADHD的女生真的有点可怜😭,"因为ADHD通常不会随着长大消失，
只会一次又一次给你的生活造成困扰，让你陷入自责、混乱、失控的状况中，甚至可能共患抑郁症、焦虑症。
	
作为一个30+才确诊的成年女性ADHDer，真的吃够了苦头，才迈进医院……确诊后，从此和自己和解了。
	
如果你从小就有以下症状：
📍很难专注，总是神游天外白日幻想
📍丢三落四，忘性大
📍重度拖延，经常赶DDL
📍没有时间观念，经常迟到
📍不停跳槽，在一个公司干不长久
📍文字一多就没耐心看下去
📍房间桌面混乱如战场
……
那么宝，你很有可能患有ADHD🥹
ADHD的核心症状请左滑图片阅读，希望我们每个人都能更好的了解自己。
	
#大大方方做自己 #ADHD #成人ADHD #个人成长 #ADHD自救 #注意力缺陷",2025-02-25,5506,3190,1141,3,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,5506.0,3190.0,1141.0,患者/确诊者本人,第一人称亲历,症状共鸣/自我识别类,1
76,杂线风筝怪,ADHD ICEBERG | 你看到的只是冰山一角,"专注力不足只是ADHD的冰山一角
#adhd科普 #ADHD#注意力缺陷多动障碍 #meme #冰山模型 #adhd成人多动症 #与ADHD相伴的日子",2024-04-06,713,358,25,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.0,358.0,25.0,疑似患者/自述困扰者,面向读者的科普/建议,科普纠偏类,0
77,天天妈妈,ADHD吃东西都惊人的相似,"🤷‍♂️饿到 “临界点” 才行动不是挑食或胃口差，而是对饥饿感知迟钝。大脑像忘了 “饥饿” 这个信号。
	
💡饭点需要 “人工提醒”到了吃饭时间，若没人喊 “吃饭了”，他们可能继续玩玩具、看绘本，像等待邀请的客人。
	
☝被动等待 “服务到位”吃水果要等家长洗好切块，喝牛奶要等倒进杯子。
	
👀吃饭像 “慢镜头播放”一顿饭常吃 1 小时以上，不是细嚼慢咽的优雅，而是吃着吃着就分心：数米粒、玩餐具、盯着窗外发呆。曾有个妈妈记录孩子吃饭过程：20 分钟里，真正咀嚼的时间只有 5 分钟，其余都在 “大脑放空”。
	
🙈喝水靠 “外界触发”口渴时不会主动找水喝，直到嘴唇干裂或家长提醒。有次带干预课，一个孩子连续咳嗽半小时，才发现他嗓子干哑 —— 整整 3 小时没喝过一口水，而水杯就在离他 1 米的地方。
	
😰不是 “不想做”，而是 “做不到”这些行为的核心不是 “懒惰” 或 “不听话”。
	
#adhd #多动症 #ADHD #多动症ADHD #多动症孩子 #多动症儿童 #adhd症状 #A娃 #adhd科普 #多动症怎么治 #多动症的表现 #多动症症状",2025-06-07,242,89,52,5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,242.0,89.0,52.0,普通泛生活博主,面向读者的科普/建议,症状共鸣/自我识别类,0
78,沐谦今天不分心,ADHD是最容易被霸凌的人,"我小学的时候就是一个特别敏感的人，甚至同学叫我小名都能让我大发雷霆，所以班主班老师对同学们说“不要招惹我”，但是同学似乎觉得欺负我很好玩，然后接着变本加厉的欺负我。
ADHD在社交上没有边界感，规则意识差，别人会认为他怎么总捣乱？我不会主动欺负别人，但是我总是控制不住自己的一些行为，所以多次在电影院把旁边的人弄的受不了然后离开，小学时也因此被贴上""娇生惯养""的标签甚至被同学诬陷。
霸凌给人造成的伤害往往是长期的，我痛定思痛，整理了一些方法，希望可以帮到宝子们：
1.积极和其他ADHD患者和医生、心理咨询师交流，了解改善情况的方法，我认识的ADHD患者及其家人很多也乐于助人，因为自己淋过雨，所以也想给别人撑把伞，我要谢谢每一个在小红书上给我建议的A娃家长的帮助！
2.培养兴趣爱好。我强烈建议练习体育运动，把身体练得身强力壮的，这样可以改善病情，也可以自我保护，比如我前几天发现的一个10岁的自闭症男孩就在练习拳击，现在已经自信多了。
3.培养社交沟通技能。ADHD再严重的人也不可能与世隔绝的生活，人类是群居动物，人只要活着，就必须社交和沟通才能活下去，而且现在我们已经进入AI时代，但是目前AI代替不了人与人的沟通交流，培养沟通技能，也是在为A娃准备更多的出路。
希望我的经历和整理的方法能够帮助到各位宝子，希望我们一起共同进步，实现破局！#ADHD #ADHD自救 #心理承受能力差 #语言攻击也是暴力 #软弱的自己 #ADHD儿童 #成人ADHD #成人ADHD自救 #A娃 #A娃成长",2025-04-22,141,46,4,4,3,5,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,141.0,46.0,4.0,疑似患者/自述困扰者,混合型,患者生活经验/困境叙事类,1
79,若彤,关于精神类疾病确诊的一点小思考,"朋友推给我的一篇关于 ADHD的“缺陷”实质上是一种优势的帖子，感觉指出了我很长一段时间的关于疾病确诊的一个模糊的困惑。关于诊断的弊端和随之而来的不舒服的感觉。
	
即，当一个人被诊断为某种精神疾病以后，问题就从更广阔的、社会的问题，自然地变成了一个私人问题。
	
这个过程是非常非常不易察觉且非常不公平的。
举个例子，一个常常在课上走神而导致成绩不佳、厌学的小孩，因为这个“问题”而被诊断为注意力缺陷，还可能有随之而来的情绪问题。可是问题在这个孩子吗？
	
也许课程的设计不适合她的思维方式，课程的内容不在她的兴趣点上（为什么有的课是必修，一门完全不感兴趣的课结课后，在脑子里还能剩下多少对这个人来说有效的信息），又或者她根本不适合在学校里上大班课。
	
于是这个事情就从原本的“一个小孩在不适合她的环境里，没能最大限度的发挥自己的长处”变成了“她有认知方面的障碍，需要进行治疗”。把环境的问题变成了个人的问题。把社会的不包容变成了个体的“病态”。
	
一个微妙的、把责任推卸给个人的过程。
	
抑郁症、焦虑症等等，同理。
	
-
#疗愈 #抑郁症 #焦虑症 #精神疾病去污名化 #ADHD #INFP精神世界 #精神疾病",2024-10-11,2.3万,1.2万,1227,5,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23000.0,12000.0,1227.0,普通泛生活博主,第一人称亲历,科普纠偏类,0
80,Anna爱健身,疑似ADHD玩具测评 本人日常症状：,"1️⃣上课记笔记写着写着就画画，做题时盯着题干能走神到想“晚上吃什么”
2️⃣看网课/听播客必须开1.5倍速，慢一点就忍不住划进度条，根本听不进去
3️⃣写作业时总忍不住摸旁边的橡皮、转笔，没办法安安静静只做一件事
4️⃣开会时手闲不住，要么抠桌角的木纹，要么扣扣手指
感官石三叶草 ⭐️⭐️⭐️⭐️⭐️
六种纹理摸起来超有反馈，手指反复搓的时候，脑子突然就“沉”下来了
之前总忍不住摸手机、揪衣服线头，现在攥着它转两下，注意力直接被转移过来，文档居然能一次读明白
唯一小缺点：刚开始转的时候总掌握不好力度，练两次就稳了，现在转着走都不会掉
	
扭扭乐 ⭐️⭐️⭐️
性价比绝了
软乎乎的能随便扭、绕手指，写题时手有得忙活，注意力就不容易飘
尤其是拧成结再慢慢解开，比抠指甲舒服多了，死皮都少抠了
	
猫抓板⭐️⭐️⭐️⭐️
扣起来不错，满解压
表面的花纹各有各的爽感
缺点就是：镂空的不太好玩 别的还行
	
感官石专注球 ⭐️⭐️⭐️⭐️⭐️
摸着软乎乎的 平时刷题的时候 经常玩 走神次数变少
是静音的 带去图书馆也不用担心吵到别人了
唯一小缺点：刚开始总纠结用哪面搓更顺手，适应两天就完全没问题了
#ADHD解压玩具测评 #adhd专注力工具 #ADHD手闲不住星人",2025-08-30,380,170,11,4,1,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,380.0,170.0,11.0,疑似患者/自述困扰者,第一人称亲历,患者生活经验/困境叙事类,0
81,黑色眼罩猫,对自己是不是adhd感到很迷茫,"如题，在怀疑自己是焦虑症、cptsd、或完全是个偶尔心情不好的正常人后，我发现自己符合大部分adhd的症状。启动困难，不擅长社交，记性差，即使很想做一件事却还是只能焦虑地刷手机，很难在必须要做的事上集中注意力、同时会对喜欢做的事过度集中注意力，桌面杂乱，就算看视频手上也要同时玩手机，做了青衫测试后给的结果是很可能为adhd。
但在确诊adhd最重要的发育史上，我却没那么符合：家长形容我“很好带”，老师对我的评价是“文静”。我只有上课走神、爱幻想、经常交不上作业、阅读癖这几点比较接近，直到高二前甚至成绩一直很好，觉得自己不听课不写作业也没问题、没养成好的学习习惯，才在高二后开始成绩断崖式滑落。
启动困难和无意义的拖延让我非常、非常困扰，我正在大学中学习，平时的学业和学业外的琐事，我都几乎拖到最后（甚至超过ddl去联系老师补交）才能完成，生活也一团乱麻，严重影响身心状态。
我希望知道自己究竟是特征不那么明显的adhd，还是一个拖延症过度严重的普通人，（考虑过去医院诊断，但还是想先问问网友，有个心理准备。读到这里真的非常感谢。）
#有想法轻松发 #注意力分散 #心理问题 #分散注意力 #专注力不集中 #学习不在状态的问题 #adhd #adhd自救",2025-08-22,1640,615,226,4,1,6,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1640.0,615.0,226.0,疑似患者/自述困扰者,第一人称亲历,共病/鉴别诊断类,0
82,美林在学习,ADHD 与童年创伤及成瘾的内在联系,"病友们，ADHDer,你们对什么东西上瘾吗？
病友们，ADHDer,你们童年时收到过什么精神创伤吗？
我高中时有严重网瘾，后来烟瘾十几年，购书成瘾也有好几年
不过现在都好了……
我想知道，你们是否曾经有同样的困扰。
说说你们的故事吧。
#ADHD ADHD治疗 #adhd自救攻略 #adhd诊断",2025-09-28,215,166,46,4,2,6,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,215.0,166.0,46.0,疑似患者/自述困扰者,面向读者的科普/建议,共病/鉴别诊断类,0
83,Vivi的ADHD邪修日记🔮,老罗说的adhd到底是啥：不完全确诊指南,"👾ADHD科普的意义在于，“知道ADHD存在本身就是一种巨大的解脱”，你会知道分心不是你的错，你会知道过去的你真的辛苦了，请抱抱ta吧。
	
接下来我们可以理解自己、托举自己，一起来构建属于ADHD们的使用说明书，把我们的特点的天赋最大化！
	
#ADHD #成人adhd #adhd #adhd科普 #Adhd #拖延症 #adhd症状  #行动力 @心理薯#罗永浩 #罗永浩科技春晚
	
🔽目前的ADHD使用说明书已经有一些阶段性收获了（见合集），关注我一起探索~~",2025-12-31,1263,799,105,4,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1263.0,799.0,105.0,疑似患者/自述困扰者,混合型,科普纠偏类,0
84,itsyucen,【5】一些关于adhd梗图哈哈哈,#梗图 #此图有梗 #meme #ADHD #adhd症状 #adhd #ADHD的日常 #合理但有病,03-01 江西,7793,1672,401,5,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7793.0,1672.0,401.0,普通泛生活博主,面向读者的科普/建议,无法判断,0
85,ADARA,ADHD日常bingo,"近期无业独居中，休息得很爽，但没有任何外源指令导致日常节律完全乱掉了。刷到了类似的bingo，按自己的日常需求用excel排了一下版，定制了几本便签，然后围绕这个便签来做每日手账。用的这几天感觉找回了一点生活的实感。不然就是昏天黑地打游戏，除了出门看电影以外，没有任何日程安排，不上班比上班熬的夜都多
	
一点排版时的思路：
首先列出一些自己觉得日常要做的事情，扩充或者精简到25条，记得放一点基础的生存需求上去。
整个bingo里一定要为自己的低精力状态保留一条容易达成的线，不然的话在没精力的状态，一打眼没有一样事情想做。在这条线里留一两格稍微提一点要求，主要是提醒自己还得正常吃饭喝水别把自己躺着饿死了。（最近有一天晚上快十二点打游戏突然晕3d恶心想吐，以为是前几天连着熬夜熬大了，终于要猝死了。冷静回忆了一下，一天只有中午喝了瓶可乐吃了袋面包，一直坐着没动耗能比较低，到这个点才低血糖，吃了两块巧克力缓了会就恢复了。）
四个角有三条线可以达成，可以分别放一个易启动的选项。比方说我今天安排就是要出门看电影，或者快递到了我要去拿，那么出门这个选项就是容易达成的。那既然要出门，就可以挑白天天气比较好的时候出门，在外面稍微逛一下，又达成了晒太阳。这样的话就有三条线可以启动。设计时可以围绕着这四个角来设计一个一天的主题。
中心点有四条线，那么就要放一个我希望必须要达成的要求。目前无业状态全靠消耗存款，像之前一样乱买东西确实有点遭不住了。
其他的位置就比较随便了，基本框架打好了之后随便往里面填就行。填完了之后，再围绕着一条线达成所需要的精力高低来调整就好。",6天前 湖北,7258,3801,331,4,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,7258.0,3801.0,331.0,疑似患者/自述困扰者,第一人称亲历,患者生活经验/困境叙事类,0
86,SOMA的ADHD星球,为什么我讨厌别人说每个人都有adhd,"人生过了三分之一才发现有的苦我原本可以不吃，你偶尔几次的走神无法与我受的折磨相提并论。
#注意力缺陷多动障碍
#ADHD",2024-09-02,1674,248,250,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1674.0,248.0,250.0,疑似患者/自述困扰者,第一人称亲历,科普纠偏类,0
87,伊卡洛斯心理（meme版）,外网关于ADHD的表情包1 | 附专业科普,"ADHD全称注意缺陷与多动障碍。
	
包括注意力缺陷，和多动/冲动两大亚型。
我们日常所说的多动症其实只是其中的一种表现。
	
ADHD与自闭症/智力障碍，都属于神经发育障碍，这意味着症状一般在童年（12岁以前）就会出现，不会成年了突然得了ADHD。
	
随着神经发育的成熟，部分ADHD的症状会随着年龄的增长而缓解，但也依然有不少人的症状会维持到成年。
	
成年ADHD的特点是多动症状会有所抑制，但冲动依然会是个问题（冲动不一定是跟人打架，成年ADHD的冲动往往表现为社交侵袭，比如总是打断别人说话）。
	
但ADHD的症状不是在所有场合都存在的，比如在新的环境，或者参加特别有意思的活动，或者一对一的情境中，这些症状可能会很少或者没有。
	
以上信息来自：DSM-5
#梗图 #meme #ADHD #多动症",2025-04-24,1.6万,1772,1253,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,16000.0,1772.0,1253.0,心理咨询/心理科普账号,面向读者的科普/建议,科普纠偏类,0
